delta,real_s12,img_s12,s22
-1.337000e+001,-1.858164e-002,-1.389801e-003,3.474502e-004
-1.336000e+001,-1.859537e-002,-1.391869e-003,3.479673e-004
-1.335000e+001,-1.860912e-002,-1.393942e-003,3.484855e-004
-1.334000e+001,-1.862290e-002,-1.396019e-003,3.490049e-004
-1.333000e+001,-1.863669e-002,-1.398102e-003,3.495254e-004
-1.332000e+001,-1.865051e-002,-1.400188e-003,3.500471e-004
-1.331000e+001,-1.866435e-002,-1.402280e-003,3.505700e-004
-1.330000e+001,-1.867820e-002,-1.404376e-003,3.510940e-004
-1.329000e+001,-1.869208e-002,-1.406477e-003,3.516192e-004
-1.328000e+001,-1.870597e-002,-1.408582e-003,3.521456e-004
-1.327000e+001,-1.871989e-002,-1.410693e-003,3.526732e-004
-1.326000e+001,-1.873383e-002,-1.412808e-003,3.532019e-004
-1.325000e+001,-1.874779e-002,-1.414927e-003,3.537319e-004
-1.324000e+001,-1.876177e-002,-1.417052e-003,3.542630e-004
-1.323000e+001,-1.877577e-002,-1.419181e-003,3.547953e-004
-1.322000e+001,-1.878979e-002,-1.421315e-003,3.553289e-004
-1.321000e+001,-1.880383e-002,-1.423454e-003,3.558636e-004
-1.320000e+001,-1.881789e-002,-1.425598e-003,3.563995e-004
-1.319000e+001,-1.883198e-002,-1.427747e-003,3.569366e-004
-1.318000e+001,-1.884608e-002,-1.429900e-003,3.574750e-004
-1.317000e+001,-1.886021e-002,-1.432058e-003,3.580146e-004
-1.316000e+001,-1.887435e-002,-1.434221e-003,3.585553e-004
-1.315000e+001,-1.888852e-002,-1.436389e-003,3.590974e-004
-1.314000e+001,-1.890271e-002,-1.438562e-003,3.596406e-004
-1.313000e+001,-1.891692e-002,-1.440740e-003,3.601851e-004
-1.312000e+001,-1.893115e-002,-1.442923e-003,3.607308e-004
-1.311000e+001,-1.894540e-002,-1.445111e-003,3.612777e-004
-1.310000e+001,-1.895968e-002,-1.447304e-003,3.618259e-004
-1.309000e+001,-1.897397e-002,-1.449501e-003,3.623753e-004
-1.308000e+001,-1.898829e-002,-1.451704e-003,3.629260e-004
-1.307000e+001,-1.900263e-002,-1.453912e-003,3.634780e-004
-1.306000e+001,-1.901699e-002,-1.456125e-003,3.640312e-004
-1.305000e+001,-1.903137e-002,-1.458342e-003,3.645856e-004
-1.304000e+001,-1.904577e-002,-1.460565e-003,3.651413e-004
-1.303000e+001,-1.906020e-002,-1.462793e-003,3.656983e-004
-1.302000e+001,-1.907464e-002,-1.465026e-003,3.662566e-004
-1.301000e+001,-1.908911e-002,-1.467264e-003,3.668161e-004
-1.300000e+001,-1.910360e-002,-1.469508e-003,3.673769e-004
-1.299000e+001,-1.911811e-002,-1.471756e-003,3.679390e-004
-1.298000e+001,-1.913265e-002,-1.474010e-003,3.685024e-004
-1.297000e+001,-1.914720e-002,-1.476268e-003,3.690671e-004
-1.296000e+001,-1.916178e-002,-1.478532e-003,3.696331e-004
-1.295000e+001,-1.917638e-002,-1.480801e-003,3.702004e-004
-1.294000e+001,-1.919100e-002,-1.483076e-003,3.707689e-004
-1.293000e+001,-1.920564e-002,-1.485355e-003,3.713388e-004
-1.292000e+001,-1.922031e-002,-1.487640e-003,3.719100e-004
-1.291000e+001,-1.923500e-002,-1.489930e-003,3.724826e-004
-1.290000e+001,-1.924971e-002,-1.492226e-003,3.730564e-004
-1.289000e+001,-1.926444e-002,-1.494526e-003,3.736315e-004
-1.288000e+001,-1.927920e-002,-1.496832e-003,3.742080e-004
-1.287000e+001,-1.929398e-002,-1.499143e-003,3.747858e-004
-1.286000e+001,-1.930878e-002,-1.501460e-003,3.753650e-004
-1.285000e+001,-1.932360e-002,-1.503782e-003,3.759455e-004
-1.284000e+001,-1.933844e-002,-1.506109e-003,3.765274e-004
-1.283000e+001,-1.935331e-002,-1.508442e-003,3.771105e-004
-1.282000e+001,-1.936820e-002,-1.510780e-003,3.776951e-004
-1.281000e+001,-1.938312e-002,-1.513124e-003,3.782810e-004
-1.280000e+001,-1.939805e-002,-1.515473e-003,3.788682e-004
-1.279000e+001,-1.941301e-002,-1.517827e-003,3.794569e-004
-1.278000e+001,-1.942800e-002,-1.520187e-003,3.800469e-004
-1.277000e+001,-1.944300e-002,-1.522553e-003,3.806382e-004
-1.276000e+001,-1.945803e-002,-1.524924e-003,3.812310e-004
-1.275000e+001,-1.947308e-002,-1.527300e-003,3.818251e-004
-1.274000e+001,-1.948816e-002,-1.529683e-003,3.824206e-004
-1.273000e+001,-1.950325e-002,-1.532070e-003,3.830175e-004
-1.272000e+001,-1.951837e-002,-1.534463e-003,3.836159e-004
-1.271000e+001,-1.953352e-002,-1.536862e-003,3.842156e-004
-1.270000e+001,-1.954869e-002,-1.539267e-003,3.848167e-004
-1.269000e+001,-1.956388e-002,-1.541677e-003,3.854192e-004
-1.268000e+001,-1.957909e-002,-1.544092e-003,3.860231e-004
-1.267000e+001,-1.959433e-002,-1.546514e-003,3.866285e-004
-1.266000e+001,-1.960959e-002,-1.548941e-003,3.872352e-004
-1.265000e+001,-1.962488e-002,-1.551374e-003,3.878434e-004
-1.264000e+001,-1.964019e-002,-1.553812e-003,3.884531e-004
-1.263000e+001,-1.965552e-002,-1.556256e-003,3.890641e-004
-1.262000e+001,-1.967088e-002,-1.558706e-003,3.896766e-004
-1.261000e+001,-1.968626e-002,-1.561162e-003,3.902906e-004
-1.260000e+001,-1.970166e-002,-1.563624e-003,3.909060e-004
-1.259000e+001,-1.971709e-002,-1.566091e-003,3.915228e-004
-1.258000e+001,-1.973254e-002,-1.568564e-003,3.921411e-004
-1.257000e+001,-1.974802e-002,-1.571044e-003,3.927609e-004
-1.256000e+001,-1.976352e-002,-1.573528e-003,3.933821e-004
-1.255000e+001,-1.977904e-002,-1.576019e-003,3.940048e-004
-1.254000e+001,-1.979459e-002,-1.578516e-003,3.946290e-004
-1.253000e+001,-1.981016e-002,-1.581019e-003,3.952547e-004
-1.252000e+001,-1.982576e-002,-1.583527e-003,3.958818e-004
-1.251000e+001,-1.984138e-002,-1.586042e-003,3.965104e-004
-1.250000e+001,-1.985703e-002,-1.588562e-003,3.971406e-004
-1.249000e+001,-1.987270e-002,-1.591089e-003,3.977722e-004
-1.248000e+001,-1.988840e-002,-1.593621e-003,3.984054e-004
-1.247000e+001,-1.990412e-002,-1.596160e-003,3.990400e-004
-1.246000e+001,-1.991986e-002,-1.598705e-003,3.996762e-004
-1.245000e+001,-1.993563e-002,-1.601255e-003,4.003138e-004
-1.244000e+001,-1.995142e-002,-1.603812e-003,4.009531e-004
-1.243000e+001,-1.996724e-002,-1.606375e-003,4.015938e-004
-1.242000e+001,-1.998309e-002,-1.608944e-003,4.022361e-004
-1.241000e+001,-1.999896e-002,-1.611519e-003,4.028799e-004
-1.240000e+001,-2.001485e-002,-1.614101e-003,4.035252e-004
-1.239000e+001,-2.003077e-002,-1.616688e-003,4.041721e-004
-1.238000e+001,-2.004671e-002,-1.619282e-003,4.048205e-004
-1.237000e+001,-2.006268e-002,-1.621882e-003,4.054705e-004
-1.236000e+001,-2.007868e-002,-1.624488e-003,4.061221e-004
-1.235000e+001,-2.009470e-002,-1.627101e-003,4.067752e-004
-1.234000e+001,-2.011074e-002,-1.629720e-003,4.074300e-004
-1.233000e+001,-2.012681e-002,-1.632345e-003,4.080862e-004
-1.232000e+001,-2.014291e-002,-1.634976e-003,4.087441e-004
-1.231000e+001,-2.015903e-002,-1.637614e-003,4.094036e-004
-1.230000e+001,-2.017518e-002,-1.640259e-003,4.100646e-004
-1.229000e+001,-2.019135e-002,-1.642909e-003,4.107273e-004
-1.228000e+001,-2.020755e-002,-1.645566e-003,4.113915e-004
-1.227000e+001,-2.022378e-002,-1.648230e-003,4.120574e-004
-1.226000e+001,-2.024003e-002,-1.650899e-003,4.127249e-004
-1.225000e+001,-2.025630e-002,-1.653576e-003,4.133940e-004
-1.224000e+001,-2.027261e-002,-1.656259e-003,4.140647e-004
-1.223000e+001,-2.028894e-002,-1.658948e-003,4.147370e-004
-1.222000e+001,-2.030529e-002,-1.661644e-003,4.154110e-004
-1.221000e+001,-2.032167e-002,-1.664347e-003,4.160866e-004
-1.220000e+001,-2.033808e-002,-1.667056e-003,4.167639e-004
-1.219000e+001,-2.035451e-002,-1.669771e-003,4.174428e-004
-1.218000e+001,-2.037097e-002,-1.672494e-003,4.181234e-004
-1.217000e+001,-2.038746e-002,-1.675223e-003,4.188056e-004
-1.216000e+001,-2.040397e-002,-1.677958e-003,4.194896e-004
-1.215000e+001,-2.042051e-002,-1.680701e-003,4.201751e-004
-1.214000e+001,-2.043708e-002,-1.683450e-003,4.208624e-004
-1.213000e+001,-2.045367e-002,-1.686205e-003,4.215513e-004
-1.212000e+001,-2.047029e-002,-1.688968e-003,4.222420e-004
-1.211000e+001,-2.048694e-002,-1.691737e-003,4.229343e-004
-1.210000e+001,-2.050361e-002,-1.694513e-003,4.236283e-004
-1.209000e+001,-2.052031e-002,-1.697296e-003,4.243240e-004
-1.208000e+001,-2.053704e-002,-1.700086e-003,4.250214e-004
-1.207000e+001,-2.055379e-002,-1.702882e-003,4.257206e-004
-1.206000e+001,-2.057057e-002,-1.705686e-003,4.264215e-004
-1.205000e+001,-2.058738e-002,-1.708496e-003,4.271241e-004
-1.204000e+001,-2.060422e-002,-1.711314e-003,4.278284e-004
-1.203000e+001,-2.062108e-002,-1.714138e-003,4.285345e-004
-1.202000e+001,-2.063797e-002,-1.716969e-003,4.292423e-004
-1.201000e+001,-2.065489e-002,-1.719808e-003,4.299519e-004
-1.200000e+001,-2.067183e-002,-1.722653e-003,4.306632e-004
-1.199000e+001,-2.068881e-002,-1.725505e-003,4.313763e-004
-1.198000e+001,-2.070581e-002,-1.728365e-003,4.320912e-004
-1.197000e+001,-2.072284e-002,-1.731231e-003,4.328078e-004
-1.196000e+001,-2.073989e-002,-1.734105e-003,4.335262e-004
-1.195000e+001,-2.075698e-002,-1.736986e-003,4.342464e-004
-1.194000e+001,-2.077409e-002,-1.739874e-003,4.349684e-004
-1.193000e+001,-2.079123e-002,-1.742769e-003,4.356922e-004
-1.192000e+001,-2.080840e-002,-1.745671e-003,4.364178e-004
-1.191000e+001,-2.082560e-002,-1.748581e-003,4.371452e-004
-1.190000e+001,-2.084282e-002,-1.751498e-003,4.378744e-004
-1.189000e+001,-2.086007e-002,-1.754422e-003,4.386054e-004
-1.188000e+001,-2.087736e-002,-1.757353e-003,4.393383e-004
-1.187000e+001,-2.089466e-002,-1.760292e-003,4.400730e-004
-1.186000e+001,-2.091200e-002,-1.763238e-003,4.408095e-004
-1.185000e+001,-2.092937e-002,-1.766192e-003,4.415479e-004
-1.184000e+001,-2.094677e-002,-1.769152e-003,4.422881e-004
-1.183000e+001,-2.096419e-002,-1.772121e-003,4.430302e-004
-1.182000e+001,-2.098164e-002,-1.775097e-003,4.437742e-004
-1.181000e+001,-2.099912e-002,-1.778080e-003,4.445200e-004
-1.180000e+001,-2.101664e-002,-1.781071e-003,4.452677e-004
-1.179000e+001,-2.103417e-002,-1.784069e-003,4.460173e-004
-1.178000e+001,-2.105174e-002,-1.787075e-003,4.467688e-004
-1.177000e+001,-2.106934e-002,-1.790088e-003,4.475221e-004
-1.176000e+001,-2.108697e-002,-1.793110e-003,4.482774e-004
-1.175000e+001,-2.110463e-002,-1.796138e-003,4.490346e-004
-1.174000e+001,-2.112231e-002,-1.799175e-003,4.497937e-004
-1.173000e+001,-2.114003e-002,-1.802219e-003,4.505547e-004
-1.172000e+001,-2.115777e-002,-1.805271e-003,4.513176e-004
-1.171000e+001,-2.117554e-002,-1.808330e-003,4.520825e-004
-1.170000e+001,-2.119335e-002,-1.811397e-003,4.528493e-004
-1.169000e+001,-2.121118e-002,-1.814472e-003,4.536181e-004
-1.168000e+001,-2.122905e-002,-1.817555e-003,4.543888e-004
-1.167000e+001,-2.124694e-002,-1.820646e-003,4.551615e-004
-1.166000e+001,-2.126486e-002,-1.823745e-003,4.559361e-004
-1.165000e+001,-2.128281e-002,-1.826851e-003,4.567128e-004
-1.164000e+001,-2.130080e-002,-1.829965e-003,4.574914e-004
-1.163000e+001,-2.131881e-002,-1.833088e-003,4.582720e-004
-1.162000e+001,-2.133685e-002,-1.836218e-003,4.590545e-004
-1.161000e+001,-2.135493e-002,-1.839356e-003,4.598391e-004
-1.160000e+001,-2.137303e-002,-1.842503e-003,4.606257e-004
-1.159000e+001,-2.139117e-002,-1.845657e-003,4.614143e-004
-1.158000e+001,-2.140933e-002,-1.848820e-003,4.622050e-004
-1.157000e+001,-2.142753e-002,-1.851990e-003,4.629976e-004
-1.156000e+001,-2.144576e-002,-1.855169e-003,4.637923e-004
-1.155000e+001,-2.146401e-002,-1.858356e-003,4.645890e-004
-1.154000e+001,-2.148230e-002,-1.861551e-003,4.653878e-004
-1.153000e+001,-2.150062e-002,-1.864755e-003,4.661887e-004
-1.152000e+001,-2.151897e-002,-1.867966e-003,4.669915e-004
-1.151000e+001,-2.153735e-002,-1.871186e-003,4.677965e-004
-1.150000e+001,-2.155576e-002,-1.874414e-003,4.686036e-004
-1.149000e+001,-2.157421e-002,-1.877651e-003,4.694127e-004
-1.148000e+001,-2.159268e-002,-1.880896e-003,4.702239e-004
-1.147000e+001,-2.161119e-002,-1.884149e-003,4.710372e-004
-1.146000e+001,-2.162973e-002,-1.887411e-003,4.718527e-004
-1.145000e+001,-2.164830e-002,-1.890681e-003,4.726702e-004
-1.144000e+001,-2.166690e-002,-1.893959e-003,4.734899e-004
-1.143000e+001,-2.168553e-002,-1.897247e-003,4.743116e-004
-1.142000e+001,-2.170419e-002,-1.900542e-003,4.751356e-004
-1.141000e+001,-2.172289e-002,-1.903847e-003,4.759617e-004
-1.140000e+001,-2.174162e-002,-1.907159e-003,4.767898e-004
-1.139000e+001,-2.176038e-002,-1.910481e-003,4.776203e-004
-1.138000e+001,-2.177917e-002,-1.913811e-003,4.784528e-004
-1.137000e+001,-2.179800e-002,-1.917150e-003,4.792875e-004
-1.136000e+001,-2.181685e-002,-1.920498e-003,4.801244e-004
-1.135000e+001,-2.183574e-002,-1.923854e-003,4.809635e-004
-1.134000e+001,-2.185466e-002,-1.927219e-003,4.818048e-004
-1.133000e+001,-2.187362e-002,-1.930593e-003,4.826482e-004
-1.132000e+001,-2.189260e-002,-1.933976e-003,4.834939e-004
-1.131000e+001,-2.191162e-002,-1.937367e-003,4.843418e-004
-1.130000e+001,-2.193068e-002,-1.940768e-003,4.851919e-004
-1.129000e+001,-2.194976e-002,-1.944177e-003,4.860443e-004
-1.128000e+001,-2.196888e-002,-1.947596e-003,4.868989e-004
-1.127000e+001,-2.198803e-002,-1.951023e-003,4.877558e-004
-1.126000e+001,-2.200721e-002,-1.954460e-003,4.886149e-004
-1.125000e+001,-2.202643e-002,-1.957905e-003,4.894762e-004
-1.124000e+001,-2.204568e-002,-1.961360e-003,4.903399e-004
-1.123000e+001,-2.206497e-002,-1.964823e-003,4.912058e-004
-1.122000e+001,-2.208428e-002,-1.968296e-003,4.920741e-004
-1.121000e+001,-2.210364e-002,-1.971778e-003,4.929446e-004
-1.120000e+001,-2.212302e-002,-1.975270e-003,4.938174e-004
-1.119000e+001,-2.214244e-002,-1.978770e-003,4.946925e-004
-1.118000e+001,-2.216189e-002,-1.982280e-003,4.955700e-004
-1.117000e+001,-2.218138e-002,-1.985799e-003,4.964498e-004
-1.116000e+001,-2.220090e-002,-1.989328e-003,4.973319e-004
-1.115000e+001,-2.222045e-002,-1.992866e-003,4.982164e-004
-1.114000e+001,-2.224004e-002,-1.996413e-003,4.991032e-004
-1.113000e+001,-2.225966e-002,-1.999970e-003,4.999924e-004
-1.112000e+001,-2.227932e-002,-2.003536e-003,5.008840e-004
-1.111000e+001,-2.229901e-002,-2.007112e-003,5.017779e-004
-1.110000e+001,-2.231874e-002,-2.010697e-003,5.026742e-004
-1.109000e+001,-2.233850e-002,-2.014292e-003,5.035729e-004
-1.108000e+001,-2.235829e-002,-2.017896e-003,5.044741e-004
-1.107000e+001,-2.237812e-002,-2.021510e-003,5.053776e-004
-1.106000e+001,-2.239799e-002,-2.025134e-003,5.062836e-004
-1.105000e+001,-2.241789e-002,-2.028768e-003,5.071920e-004
-1.104000e+001,-2.243782e-002,-2.032411e-003,5.081028e-004
-1.103000e+001,-2.245779e-002,-2.036064e-003,5.090161e-004
-1.102000e+001,-2.247780e-002,-2.039727e-003,5.099318e-004
-1.101000e+001,-2.249784e-002,-2.043400e-003,5.108500e-004
-1.100000e+001,-2.251791e-002,-2.047083e-003,5.117707e-004
-1.099000e+001,-2.253802e-002,-2.050776e-003,5.126939e-004
-1.098000e+001,-2.255817e-002,-2.054478e-003,5.136196e-004
-1.097000e+001,-2.257835e-002,-2.058191e-003,5.145477e-004
-1.096000e+001,-2.259857e-002,-2.061913e-003,5.154784e-004
-1.095000e+001,-2.261883e-002,-2.065646e-003,5.164116e-004
-1.094000e+001,-2.263912e-002,-2.069389e-003,5.173473e-004
-1.093000e+001,-2.265944e-002,-2.073142e-003,5.182855e-004
-1.092000e+001,-2.267981e-002,-2.076905e-003,5.192263e-004
-1.091000e+001,-2.270020e-002,-2.080679e-003,5.201697e-004
-1.090000e+001,-2.272064e-002,-2.084462e-003,5.211156e-004
-1.089000e+001,-2.274111e-002,-2.088256e-003,5.220641e-004
-1.088000e+001,-2.276162e-002,-2.092061e-003,5.230152e-004
-1.087000e+001,-2.278217e-002,-2.095875e-003,5.239689e-004
-1.086000e+001,-2.280275e-002,-2.099700e-003,5.249251e-004
-1.085000e+001,-2.282337e-002,-2.103536e-003,5.258840e-004
-1.084000e+001,-2.284402e-002,-2.107382e-003,5.268455e-004
-1.083000e+001,-2.286471e-002,-2.111239e-003,5.278097e-004
-1.082000e+001,-2.288544e-002,-2.115106e-003,5.287764e-004
-1.081000e+001,-2.290621e-002,-2.118983e-003,5.297459e-004
-1.080000e+001,-2.292702e-002,-2.122872e-003,5.307180e-004
-1.079000e+001,-2.294786e-002,-2.126771e-003,5.316927e-004
-1.078000e+001,-2.296874e-002,-2.130681e-003,5.326702e-004
-1.077000e+001,-2.298965e-002,-2.134601e-003,5.336503e-004
-1.076000e+001,-2.301061e-002,-2.138532e-003,5.346331e-004
-1.075000e+001,-2.303160e-002,-2.142475e-003,5.356186e-004
-1.074000e+001,-2.305263e-002,-2.146428e-003,5.366069e-004
-1.073000e+001,-2.307370e-002,-2.150392e-003,5.375979e-004
-1.072000e+001,-2.309481e-002,-2.154366e-003,5.385916e-004
-1.071000e+001,-2.311595e-002,-2.158352e-003,5.395880e-004
-1.070000e+001,-2.313714e-002,-2.162349e-003,5.405873e-004
-1.069000e+001,-2.315836e-002,-2.166357e-003,5.415893e-004
-1.068000e+001,-2.317962e-002,-2.170376e-003,5.425941e-004
-1.067000e+001,-2.320092e-002,-2.174407e-003,5.436017e-004
-1.066000e+001,-2.322226e-002,-2.178448e-003,5.446120e-004
-1.065000e+001,-2.324363e-002,-2.182501e-003,5.456252e-004
-1.064000e+001,-2.326505e-002,-2.186565e-003,5.466412e-004
-1.063000e+001,-2.328650e-002,-2.190640e-003,5.476600e-004
-1.062000e+001,-2.330800e-002,-2.194727e-003,5.486817e-004
-1.061000e+001,-2.332953e-002,-2.198825e-003,5.497062e-004
-1.060000e+001,-2.335110e-002,-2.202934e-003,5.507336e-004
-1.059000e+001,-2.337272e-002,-2.207055e-003,5.517638e-004
-1.058000e+001,-2.339437e-002,-2.211188e-003,5.527970e-004
-1.057000e+001,-2.341606e-002,-2.215332e-003,5.538330e-004
-1.056000e+001,-2.343779e-002,-2.219488e-003,5.548719e-004
-1.055000e+001,-2.345956e-002,-2.223655e-003,5.559138e-004
-1.054000e+001,-2.348137e-002,-2.227834e-003,5.569586e-004
-1.053000e+001,-2.350323e-002,-2.232025e-003,5.580063e-004
-1.052000e+001,-2.352512e-002,-2.236228e-003,5.590570e-004
-1.051000e+001,-2.354705e-002,-2.240442e-003,5.601106e-004
-1.050000e+001,-2.356902e-002,-2.244669e-003,5.611673e-004
-1.049000e+001,-2.359104e-002,-2.248907e-003,5.622268e-004
-1.048000e+001,-2.361309e-002,-2.253158e-003,5.632894e-004
-1.047000e+001,-2.363519e-002,-2.257420e-003,5.643550e-004
-1.046000e+001,-2.365732e-002,-2.261694e-003,5.654236e-004
-1.045000e+001,-2.367950e-002,-2.265981e-003,5.664952e-004
-1.044000e+001,-2.370172e-002,-2.270279e-003,5.675699e-004
-1.043000e+001,-2.372398e-002,-2.274590e-003,5.686476e-004
-1.042000e+001,-2.374628e-002,-2.278913e-003,5.697284e-004
-1.041000e+001,-2.376862e-002,-2.283249e-003,5.708122e-004
-1.040000e+001,-2.379101e-002,-2.287597e-003,5.718992e-004
-1.039000e+001,-2.381343e-002,-2.291957e-003,5.729892e-004
-1.038000e+001,-2.383590e-002,-2.296329e-003,5.740823e-004
-1.037000e+001,-2.385841e-002,-2.300714e-003,5.751786e-004
-1.036000e+001,-2.388096e-002,-2.305112e-003,5.762780e-004
-1.035000e+001,-2.390355e-002,-2.309522e-003,5.773805e-004
-1.034000e+001,-2.392619e-002,-2.313945e-003,5.784862e-004
-1.033000e+001,-2.394887e-002,-2.318380e-003,5.795951e-004
-1.032000e+001,-2.397159e-002,-2.322829e-003,5.807072e-004
-1.031000e+001,-2.399435e-002,-2.327290e-003,5.818224e-004
-1.030000e+001,-2.401716e-002,-2.331763e-003,5.829408e-004
-1.029000e+001,-2.404001e-002,-2.336250e-003,5.840625e-004
-1.028000e+001,-2.406290e-002,-2.340749e-003,5.851874e-004
-1.027000e+001,-2.408584e-002,-2.345262e-003,5.863155e-004
-1.026000e+001,-2.410882e-002,-2.349787e-003,5.874469e-004
-1.025000e+001,-2.413184e-002,-2.354326e-003,5.885815e-004
-1.024000e+001,-2.415491e-002,-2.358878e-003,5.897194e-004
-1.023000e+001,-2.417802e-002,-2.363443e-003,5.908607e-004
-1.022000e+001,-2.420117e-002,-2.368021e-003,5.920052e-004
-1.021000e+001,-2.422437e-002,-2.372612e-003,5.931530e-004
-1.020000e+001,-2.424761e-002,-2.377217e-003,5.943042e-004
-1.019000e+001,-2.427090e-002,-2.381835e-003,5.954587e-004
-1.018000e+001,-2.429423e-002,-2.386466e-003,5.966166e-004
-1.017000e+001,-2.431760e-002,-2.391111e-003,5.977778e-004
-1.016000e+001,-2.434102e-002,-2.395770e-003,5.989424e-004
-1.015000e+001,-2.436448e-002,-2.400442e-003,6.001104e-004
-1.014000e+001,-2.438799e-002,-2.405127e-003,6.012818e-004
-1.013000e+001,-2.441154e-002,-2.409827e-003,6.024567e-004
-1.012000e+001,-2.443514e-002,-2.414540e-003,6.036349e-004
-1.011000e+001,-2.445879e-002,-2.419267e-003,6.048167e-004
-1.010000e+001,-2.448247e-002,-2.424007e-003,6.060019e-004
-1.009000e+001,-2.450621e-002,-2.428762e-003,6.071905e-004
-1.008000e+001,-2.452999e-002,-2.433531e-003,6.083826e-004
-1.007000e+001,-2.455381e-002,-2.438313e-003,6.095783e-004
-1.006000e+001,-2.457768e-002,-2.443110e-003,6.107774e-004
-1.005000e+001,-2.460160e-002,-2.447920e-003,6.119801e-004
-1.004000e+001,-2.462556e-002,-2.452745e-003,6.131863e-004
-1.003000e+001,-2.464957e-002,-2.457585e-003,6.143961e-004
-1.002000e+001,-2.467363e-002,-2.462438e-003,6.156095e-004
-1.001000e+001,-2.469773e-002,-2.467306e-003,6.168264e-004
-1.000000e+001,-2.472188e-002,-2.472188e-003,6.180470e-004
-9.990000e+000,-2.474607e-002,-2.477084e-003,6.192711e-004
-9.980000e+000,-2.477032e-002,-2.481996e-003,6.204989e-004
-9.970000e+000,-2.479461e-002,-2.486921e-003,6.217303e-004
-9.960000e+000,-2.481894e-002,-2.491862e-003,6.229654e-004
-9.950000e+000,-2.484332e-002,-2.496817e-003,6.242041e-004
-9.940000e+000,-2.486776e-002,-2.501786e-003,6.254466e-004
-9.930000e+000,-2.489223e-002,-2.506771e-003,6.266927e-004
-9.920000e+000,-2.491676e-002,-2.511770e-003,6.279425e-004
-9.910000e+000,-2.494133e-002,-2.516784e-003,6.291961e-004
-9.900000e+000,-2.496596e-002,-2.521814e-003,6.304534e-004
-9.890000e+000,-2.499063e-002,-2.526858e-003,6.317145e-004
-9.880000e+000,-2.501534e-002,-2.531917e-003,6.329793e-004
-9.870000e+000,-2.504011e-002,-2.536992e-003,6.342480e-004
-9.860000e+000,-2.506492e-002,-2.542082e-003,6.355204e-004
-9.850000e+000,-2.508979e-002,-2.547187e-003,6.367967e-004
-9.840000e+000,-2.511470e-002,-2.552307e-003,6.380768e-004
-9.830000e+000,-2.513966e-002,-2.557443e-003,6.393607e-004
-9.820000e+000,-2.516467e-002,-2.562594e-003,6.406485e-004
-9.810000e+000,-2.518973e-002,-2.567761e-003,6.419401e-004
-9.800000e+000,-2.521484e-002,-2.572943e-003,6.432357e-004
-9.790000e+000,-2.524000e-002,-2.578141e-003,6.445352e-004
-9.780000e+000,-2.526521e-002,-2.583355e-003,6.458386e-004
-9.770000e+000,-2.529047e-002,-2.588584e-003,6.471460e-004
-9.760000e+000,-2.531577e-002,-2.593829e-003,6.484573e-004
-9.750000e+000,-2.534113e-002,-2.599090e-003,6.497726e-004
-9.740000e+000,-2.536654e-002,-2.604367e-003,6.510919e-004
-9.730000e+000,-2.539200e-002,-2.609661e-003,6.524152e-004
-9.720000e+000,-2.541751e-002,-2.614970e-003,6.537425e-004
-9.710000e+000,-2.544307e-002,-2.620295e-003,6.550738e-004
-9.700000e+000,-2.546868e-002,-2.625637e-003,6.564092e-004
-9.690000e+000,-2.549434e-002,-2.630995e-003,6.577487e-004
-9.680000e+000,-2.552005e-002,-2.636369e-003,6.590922e-004
-9.670000e+000,-2.554581e-002,-2.641759e-003,6.604398e-004
-9.660000e+000,-2.557163e-002,-2.647167e-003,6.617917e-004
-9.650000e+000,-2.559750e-002,-2.652590e-003,6.631476e-004
-9.640000e+000,-2.562341e-002,-2.658031e-003,6.645076e-004
-9.630000e+000,-2.564938e-002,-2.663488e-003,6.658719e-004
-9.620000e+000,-2.567541e-002,-2.668961e-003,6.672403e-004
-9.610000e+000,-2.570148e-002,-2.674452e-003,6.686130e-004
-9.600000e+000,-2.572761e-002,-2.679959e-003,6.699898e-004
-9.590000e+000,-2.575379e-002,-2.685484e-003,6.713709e-004
-9.580000e+000,-2.578002e-002,-2.691025e-003,6.727563e-004
-9.570000e+000,-2.580631e-002,-2.696584e-003,6.741459e-004
-9.560000e+000,-2.583264e-002,-2.702159e-003,6.755398e-004
-9.550000e+000,-2.585903e-002,-2.707752e-003,6.769381e-004
-9.540000e+000,-2.588548e-002,-2.713363e-003,6.783406e-004
-9.530000e+000,-2.591198e-002,-2.718990e-003,6.797476e-004
-9.520000e+000,-2.593853e-002,-2.724635e-003,6.811588e-004
-9.510000e+000,-2.596513e-002,-2.730298e-003,6.825745e-004
-9.500000e+000,-2.599179e-002,-2.735978e-003,6.839945e-004
-9.490000e+000,-2.601851e-002,-2.741676e-003,6.854190e-004
-9.480000e+000,-2.604527e-002,-2.747392e-003,6.868479e-004
-9.470000e+000,-2.607209e-002,-2.753125e-003,6.882813e-004
-9.460000e+000,-2.609897e-002,-2.758876e-003,6.897191e-004
-9.450000e+000,-2.612590e-002,-2.764646e-003,6.911614e-004
-9.440000e+000,-2.615289e-002,-2.770433e-003,6.926083e-004
-9.430000e+000,-2.617993e-002,-2.776239e-003,6.940596e-004
-9.420000e+000,-2.620703e-002,-2.782062e-003,6.955155e-004
-9.410000e+000,-2.623418e-002,-2.787904e-003,6.969760e-004
-9.400000e+000,-2.626138e-002,-2.793764e-003,6.984411e-004
-9.390000e+000,-2.628865e-002,-2.799643e-003,6.999108e-004
