delta,real_s12,img_s12,s22
1.469000e+001,1.693012e-002,-1.152493e-003,2.881232e-004
1.470000e+001,1.691872e-002,-1.150933e-003,2.877334e-004
1.471000e+001,1.690734e-002,-1.149377e-003,2.873443e-004
1.472000e+001,1.689597e-002,-1.147824e-003,2.869560e-004
1.473000e+001,1.688462e-002,-1.146274e-003,2.865686e-004
1.474000e+001,1.687328e-002,-1.144727e-003,2.861819e-004
1.475000e+001,1.686196e-002,-1.143184e-003,2.857960e-004
1.476000e+001,1.685065e-002,-1.141643e-003,2.854108e-004
1.477000e+001,1.683936e-002,-1.140106e-003,2.850264e-004
1.478000e+001,1.682809e-002,-1.138571e-003,2.846428e-004
1.479000e+001,1.681682e-002,-1.137040e-003,2.842600e-004
1.480000e+001,1.680558e-002,-1.135512e-003,2.838780e-004
1.481000e+001,1.679435e-002,-1.133987e-003,2.834967e-004
1.482000e+001,1.678313e-002,-1.132465e-003,2.831162e-004
1.483000e+001,1.677193e-002,-1.130946e-003,2.827365e-004
1.484000e+001,1.676074e-002,-1.129430e-003,2.823575e-004
1.485000e+001,1.674957e-002,-1.127917e-003,2.819793e-004
1.486000e+001,1.673841e-002,-1.126407e-003,2.816018e-004
1.487000e+001,1.672727e-002,-1.124900e-003,2.812251e-004
1.488000e+001,1.671614e-002,-1.123397e-003,2.808491e-004
1.489000e+001,1.670503e-002,-1.121896e-003,2.804739e-004
1.490000e+001,1.669393e-002,-1.120398e-003,2.800995e-004
1.491000e+001,1.668285e-002,-1.118903e-003,2.797258e-004
1.492000e+001,1.667178e-002,-1.117411e-003,2.793528e-004
1.493000e+001,1.666072e-002,-1.115922e-003,2.789806e-004
1.494000e+001,1.664968e-002,-1.114437e-003,2.786091e-004
1.495000e+001,1.663866e-002,-1.112954e-003,2.782384e-004
1.496000e+001,1.662765e-002,-1.111474e-003,2.778684e-004
1.497000e+001,1.661665e-002,-1.109997e-003,2.774992e-004
1.498000e+001,1.660567e-002,-1.108523e-003,2.771307e-004
1.499000e+001,1.659470e-002,-1.107051e-003,2.767629e-004
1.500000e+001,1.658375e-002,-1.105583e-003,2.763958e-004
1.501000e+001,1.657281e-002,-1.104118e-003,2.760295e-004
1.502000e+001,1.656188e-002,-1.102655e-003,2.756639e-004
1.503000e+001,1.655098e-002,-1.101196e-003,2.752990e-004
1.504000e+001,1.654008e-002,-1.099739e-003,2.749348e-004
1.505000e+001,1.652920e-002,-1.098286e-003,2.745714e-004
1.506000e+001,1.651833e-002,-1.096835e-003,2.742087e-004
1.507000e+001,1.650748e-002,-1.095387e-003,2.738467e-004
1.508000e+001,1.649664e-002,-1.093942e-003,2.734854e-004
1.509000e+001,1.648581e-002,-1.092499e-003,2.731248e-004
1.510000e+001,1.647500e-002,-1.091060e-003,2.727650e-004
1.511000e+001,1.646421e-002,-1.089623e-003,2.724058e-004
1.512000e+001,1.645343e-002,-1.088189e-003,2.720474e-004
1.513000e+001,1.644266e-002,-1.086759e-003,2.716896e-004
1.514000e+001,1.643190e-002,-1.085330e-003,2.713326e-004
1.515000e+001,1.642116e-002,-1.083905e-003,2.709763e-004
1.516000e+001,1.641044e-002,-1.082483e-003,2.706206e-004
1.517000e+001,1.639972e-002,-1.081063e-003,2.702657e-004
1.518000e+001,1.638902e-002,-1.079646e-003,2.699115e-004
1.519000e+001,1.637834e-002,-1.078232e-003,2.695579e-004
1.520000e+001,1.636767e-002,-1.076820e-003,2.692051e-004
1.521000e+001,1.635701e-002,-1.075412e-003,2.688529e-004
1.522000e+001,1.634637e-002,-1.074006e-003,2.685015e-004
1.523000e+001,1.633574e-002,-1.072603e-003,2.681507e-004
1.524000e+001,1.632512e-002,-1.071202e-003,2.678006e-004
1.525000e+001,1.631452e-002,-1.069805e-003,2.674512e-004
1.526000e+001,1.630393e-002,-1.068410e-003,2.671025e-004
1.527000e+001,1.629336e-002,-1.067018e-003,2.667544e-004
1.528000e+001,1.628280e-002,-1.065628e-003,2.664071e-004
1.529000e+001,1.627225e-002,-1.064241e-003,2.660604e-004
1.530000e+001,1.626172e-002,-1.062857e-003,2.657144e-004
1.531000e+001,1.625120e-002,-1.061476e-003,2.653690e-004
1.532000e+001,1.624069e-002,-1.060097e-003,2.650243e-004
1.533000e+001,1.623020e-002,-1.058721e-003,2.646803e-004
1.534000e+001,1.621972e-002,-1.057348e-003,2.643370e-004
1.535000e+001,1.620925e-002,-1.055977e-003,2.639943e-004
1.536000e+001,1.619880e-002,-1.054609e-003,2.636523e-004
1.537000e+001,1.618836e-002,-1.053244e-003,2.633110e-004
1.538000e+001,1.617793e-002,-1.051881e-003,2.629703e-004
1.539000e+001,1.616752e-002,-1.050521e-003,2.626303e-004
1.540000e+001,1.615712e-002,-1.049164e-003,2.622909e-004
1.541000e+001,1.614674e-002,-1.047809e-003,2.619522e-004
1.542000e+001,1.613636e-002,-1.046457e-003,2.616142e-004
1.543000e+001,1.612600e-002,-1.045107e-003,2.612768e-004
1.544000e+001,1.611566e-002,-1.043760e-003,2.609401e-004
1.545000e+001,1.610533e-002,-1.042416e-003,2.606040e-004
1.546000e+001,1.609501e-002,-1.041074e-003,2.602685e-004
1.547000e+001,1.608470e-002,-1.039735e-003,2.599337e-004
1.548000e+001,1.607441e-002,-1.038398e-003,2.595996e-004
1.549000e+001,1.606413e-002,-1.037064e-003,2.592661e-004
1.550000e+001,1.605386e-002,-1.035733e-003,2.589332e-004
1.551000e+001,1.604360e-002,-1.034404e-003,2.586010e-004
1.552000e+001,1.603336e-002,-1.033077e-003,2.582694e-004
1.553000e+001,1.602313e-002,-1.031754e-003,2.579384e-004
1.554000e+001,1.601292e-002,-1.030432e-003,2.576081e-004
1.555000e+001,1.600272e-002,-1.029114e-003,2.572784e-004
1.556000e+001,1.599253e-002,-1.027797e-003,2.569494e-004
1.557000e+001,1.598235e-002,-1.026484e-003,2.566209e-004
1.558000e+001,1.597219e-002,-1.025172e-003,2.562931e-004
1.559000e+001,1.596204e-002,-1.023864e-003,2.559660e-004
1.560000e+001,1.595190e-002,-1.022558e-003,2.556394e-004
1.561000e+001,1.594177e-002,-1.021254e-003,2.553135e-004
1.562000e+001,1.593166e-002,-1.019953e-003,2.549882e-004
1.563000e+001,1.592156e-002,-1.018654e-003,2.546635e-004
1.564000e+001,1.591148e-002,-1.017358e-003,2.543394e-004
1.565000e+001,1.590140e-002,-1.016064e-003,2.540160e-004
1.566000e+001,1.589134e-002,-1.014773e-003,2.536932e-004
1.567000e+001,1.588129e-002,-1.013484e-003,2.533710e-004
1.568000e+001,1.587125e-002,-1.012197e-003,2.530493e-004
1.569000e+001,1.586123e-002,-1.010913e-003,2.527284e-004
1.570000e+001,1.585122e-002,-1.009632e-003,2.524080e-004
1.571000e+001,1.584122e-002,-1.008353e-003,2.520882e-004
1.572000e+001,1.583124e-002,-1.007076e-003,2.517690e-004
1.573000e+001,1.582126e-002,-1.005802e-003,2.514505e-004
1.574000e+001,1.581130e-002,-1.004530e-003,2.511325e-004
1.575000e+001,1.580135e-002,-1.003261e-003,2.508152e-004
1.576000e+001,1.579142e-002,-1.001994e-003,2.504984e-004
1.577000e+001,1.578150e-002,-1.000729e-003,2.501822e-004
1.578000e+001,1.577158e-002,-9.994667e-004,2.498667e-004
1.579000e+001,1.576169e-002,-9.982068e-004,2.495517e-004
1.580000e+001,1.575180e-002,-9.969493e-004,2.492373e-004
1.581000e+001,1.574193e-002,-9.956942e-004,2.489236e-004
1.582000e+001,1.573206e-002,-9.944415e-004,2.486104e-004
1.583000e+001,1.572221e-002,-9.931911e-004,2.482978e-004
1.584000e+001,1.571238e-002,-9.919430e-004,2.479858e-004
1.585000e+001,1.570255e-002,-9.906974e-004,2.476743e-004
1.586000e+001,1.569274e-002,-9.894540e-004,2.473635e-004
1.587000e+001,1.568294e-002,-9.882130e-004,2.470532e-004
1.588000e+001,1.567315e-002,-9.869743e-004,2.467436e-004
1.589000e+001,1.566338e-002,-9.857379e-004,2.464345e-004
1.590000e+001,1.565361e-002,-9.845039e-004,2.461260e-004
1.591000e+001,1.564386e-002,-9.832722e-004,2.458180e-004
1.592000e+001,1.563412e-002,-9.820428e-004,2.455107e-004
1.593000e+001,1.562439e-002,-9.808156e-004,2.452039e-004
1.594000e+001,1.561468e-002,-9.795908e-004,2.448977e-004
1.595000e+001,1.560497e-002,-9.783683e-004,2.445921e-004
1.596000e+001,1.559528e-002,-9.771480e-004,2.442870e-004
1.597000e+001,1.558560e-002,-9.759301e-004,2.439825e-004
1.598000e+001,1.557594e-002,-9.747144e-004,2.436786e-004
1.599000e+001,1.556628e-002,-9.735009e-004,2.433752e-004
1.600000e+001,1.555664e-002,-9.722897e-004,2.430724e-004
1.601000e+001,1.554700e-002,-9.710808e-004,2.427702e-004
1.602000e+001,1.553738e-002,-9.698742e-004,2.424685e-004
1.603000e+001,1.552778e-002,-9.686697e-004,2.421674e-004
1.604000e+001,1.551818e-002,-9.674675e-004,2.418669e-004
1.605000e+001,1.550859e-002,-9.662676e-004,2.415669e-004
1.606000e+001,1.549902e-002,-9.650699e-004,2.412675e-004
1.607000e+001,1.548946e-002,-9.638744e-004,2.409686e-004
1.608000e+001,1.547991e-002,-9.626811e-004,2.406703e-004
1.609000e+001,1.547037e-002,-9.614900e-004,2.403725e-004
1.610000e+001,1.546085e-002,-9.603012e-004,2.400753e-004
1.611000e+001,1.545133e-002,-9.591145e-004,2.397786e-004
1.612000e+001,1.544183e-002,-9.579300e-004,2.394825e-004
1.613000e+001,1.543234e-002,-9.567477e-004,2.391869e-004
1.614000e+001,1.542286e-002,-9.555676e-004,2.388919e-004
1.615000e+001,1.541339e-002,-9.543897e-004,2.385974e-004
1.616000e+001,1.540394e-002,-9.532140e-004,2.383035e-004
1.617000e+001,1.539449e-002,-9.520404e-004,2.380101e-004
1.618000e+001,1.538506e-002,-9.508690e-004,2.377173e-004
1.619000e+001,1.537564e-002,-9.496997e-004,2.374249e-004
1.620000e+001,1.536623e-002,-9.485326e-004,2.371332e-004
1.621000e+001,1.535683e-002,-9.473677e-004,2.368419e-004
1.622000e+001,1.534744e-002,-9.462048e-004,2.365512e-004
1.623000e+001,1.533807e-002,-9.450442e-004,2.362610e-004
1.624000e+001,1.532870e-002,-9.438856e-004,2.359714e-004
1.625000e+001,1.531935e-002,-9.427292e-004,2.356823e-004
1.626000e+001,1.531001e-002,-9.415749e-004,2.353937e-004
1.627000e+001,1.530068e-002,-9.404227e-004,2.351057e-004
1.628000e+001,1.529136e-002,-9.392726e-004,2.348182e-004
1.629000e+001,1.528205e-002,-9.381247e-004,2.345312e-004
1.630000e+001,1.527275e-002,-9.369788e-004,2.342447e-004
1.631000e+001,1.526347e-002,-9.358350e-004,2.339588e-004
1.632000e+001,1.525420e-002,-9.346933e-004,2.336733e-004
1.633000e+001,1.524493e-002,-9.335538e-004,2.333884e-004
1.634000e+001,1.523568e-002,-9.324162e-004,2.331041e-004
1.635000e+001,1.522644e-002,-9.312808e-004,2.328202e-004
1.636000e+001,1.521721e-002,-9.301474e-004,2.325368e-004
1.637000e+001,1.520799e-002,-9.290161e-004,2.322540e-004
1.638000e+001,1.519879e-002,-9.278869e-004,2.319717e-004
1.639000e+001,1.518959e-002,-9.267597e-004,2.316899e-004
1.640000e+001,1.518041e-002,-9.256345e-004,2.314086e-004
1.641000e+001,1.517123e-002,-9.245114e-004,2.311279e-004
1.642000e+001,1.516207e-002,-9.233904e-004,2.308476e-004
1.643000e+001,1.515292e-002,-9.222713e-004,2.305678e-004
1.644000e+001,1.514378e-002,-9.211543e-004,2.302886e-004
1.645000e+001,1.513465e-002,-9.200394e-004,2.300099e-004
1.646000e+001,1.512553e-002,-9.189264e-004,2.297316e-004
1.647000e+001,1.511642e-002,-9.178155e-004,2.294539e-004
1.648000e+001,1.510732e-002,-9.167066e-004,2.291766e-004
1.649000e+001,1.509824e-002,-9.155997e-004,2.288999e-004
1.650000e+001,1.508916e-002,-9.144947e-004,2.286237e-004
1.651000e+001,1.508010e-002,-9.133918e-004,2.283480e-004
1.652000e+001,1.507105e-002,-9.122909e-004,2.280727e-004
1.653000e+001,1.506200e-002,-9.111920e-004,2.277980e-004
1.654000e+001,1.505297e-002,-9.100950e-004,2.275237e-004
1.655000e+001,1.504395e-002,-9.090000e-004,2.272500e-004
1.656000e+001,1.503494e-002,-9.079070e-004,2.269767e-004
1.657000e+001,1.502594e-002,-9.068160e-004,2.267040e-004
1.658000e+001,1.501695e-002,-9.057269e-004,2.264317e-004
1.659000e+001,1.500797e-002,-9.046398e-004,2.261599e-004
1.660000e+001,1.499901e-002,-9.035546e-004,2.258886e-004
1.661000e+001,1.499005e-002,-9.024714e-004,2.256178e-004
1.662000e+001,1.498110e-002,-9.013901e-004,2.253475e-004
1.663000e+001,1.497217e-002,-9.003108e-004,2.250777e-004
1.664000e+001,1.496324e-002,-8.992333e-004,2.248083e-004
1.665000e+001,1.495433e-002,-8.981579e-004,2.245395e-004
1.666000e+001,1.494542e-002,-8.970843e-004,2.242711e-004
1.667000e+001,1.493653e-002,-8.960127e-004,2.240032e-004
1.668000e+001,1.492765e-002,-8.949430e-004,2.237358e-004
1.669000e+001,1.491878e-002,-8.938752e-004,2.234688e-004
1.670000e+001,1.490992e-002,-8.928093e-004,2.232023e-004
1.671000e+001,1.490106e-002,-8.917453e-004,2.229363e-004
1.672000e+001,1.489222e-002,-8.906832e-004,2.226708e-004
1.673000e+001,1.488339e-002,-8.896230e-004,2.224058e-004
1.674000e+001,1.487457e-002,-8.885647e-004,2.221412e-004
1.675000e+001,1.486576e-002,-8.875083e-004,2.218771e-004
1.676000e+001,1.485697e-002,-8.864538e-004,2.216134e-004
1.677000e+001,1.484818e-002,-8.854011e-004,2.213503e-004
1.678000e+001,1.483940e-002,-8.843503e-004,2.210876e-004
1.679000e+001,1.483063e-002,-8.833014e-004,2.208254e-004
1.680000e+001,1.482187e-002,-8.822543e-004,2.205636e-004
1.681000e+001,1.481313e-002,-8.812091e-004,2.203023e-004
1.682000e+001,1.480439e-002,-8.801658e-004,2.200414e-004
1.683000e+001,1.479566e-002,-8.791243e-004,2.197811e-004
1.684000e+001,1.478695e-002,-8.780846e-004,2.195212e-004
1.685000e+001,1.477824e-002,-8.770468e-004,2.192617e-004
1.686000e+001,1.476954e-002,-8.760108e-004,2.190027e-004
1.687000e+001,1.476086e-002,-8.749767e-004,2.187442e-004
1.688000e+001,1.475218e-002,-8.739444e-004,2.184861e-004
1.689000e+001,1.474352e-002,-8.729139e-004,2.182285e-004
1.690000e+001,1.473486e-002,-8.718852e-004,2.179713e-004
1.691000e+001,1.472621e-002,-8.708583e-004,2.177146e-004
1.692000e+001,1.471758e-002,-8.698333e-004,2.174583e-004
1.693000e+001,1.470895e-002,-8.688100e-004,2.172025e-004
1.694000e+001,1.470034e-002,-8.677886e-004,2.169471e-004
1.695000e+001,1.469173e-002,-8.667689e-004,2.166922e-004
1.696000e+001,1.468314e-002,-8.657511e-004,2.164378e-004
1.697000e+001,1.467455e-002,-8.647350e-004,2.161838e-004
1.698000e+001,1.466598e-002,-8.637208e-004,2.159302e-004
1.699000e+001,1.465741e-002,-8.627083e-004,2.156771e-004
1.700000e+001,1.464886e-002,-8.616975e-004,2.154244e-004
1.701000e+001,1.464031e-002,-8.606886e-004,2.151721e-004
1.702000e+001,1.463178e-002,-8.596814e-004,2.149204e-004
1.703000e+001,1.462325e-002,-8.586760e-004,2.146690e-004
1.704000e+001,1.461474e-002,-8.576724e-004,2.144181e-004
1.705000e+001,1.460623e-002,-8.566705e-004,2.141676e-004
1.706000e+001,1.459774e-002,-8.556703e-004,2.139176e-004
1.707000e+001,1.458925e-002,-8.546719e-004,2.136680e-004
1.708000e+001,1.458077e-002,-8.536753e-004,2.134188e-004
1.709000e+001,1.457231e-002,-8.526804e-004,2.131701e-004
1.710000e+001,1.456385e-002,-8.516872e-004,2.129218e-004
1.711000e+001,1.455540e-002,-8.506958e-004,2.126739e-004
1.712000e+001,1.454697e-002,-8.497060e-004,2.124265e-004
1.713000e+001,1.453854e-002,-8.487180e-004,2.121795e-004
1.714000e+001,1.453012e-002,-8.477318e-004,2.119329e-004
1.715000e+001,1.452171e-002,-8.467472e-004,2.116868e-004
1.716000e+001,1.451332e-002,-8.457644e-004,2.114411e-004
1.717000e+001,1.450493e-002,-8.447832e-004,2.111958e-004
1.718000e+001,1.449655e-002,-8.438038e-004,2.109510e-004
1.719000e+001,1.448818e-002,-8.428261e-004,2.107065e-004
1.720000e+001,1.447982e-002,-8.418500e-004,2.104625e-004
1.721000e+001,1.447147e-002,-8.408757e-004,2.102189e-004
1.722000e+001,1.446313e-002,-8.399031e-004,2.099758e-004
1.723000e+001,1.445480e-002,-8.389321e-004,2.097330e-004
1.724000e+001,1.444648e-002,-8.379628e-004,2.094907e-004
1.725000e+001,1.443817e-002,-8.369952e-004,2.092488e-004
1.726000e+001,1.442986e-002,-8.360292e-004,2.090073e-004
1.727000e+001,1.442157e-002,-8.350650e-004,2.087662e-004
1.728000e+001,1.441329e-002,-8.341024e-004,2.085256e-004
1.729000e+001,1.440502e-002,-8.331414e-004,2.082854e-004
1.730000e+001,1.439675e-002,-8.321821e-004,2.080455e-004
1.731000e+001,1.438850e-002,-8.312245e-004,2.078061e-004
1.732000e+001,1.438025e-002,-8.302685e-004,2.075671e-004
1.733000e+001,1.437202e-002,-8.293142e-004,2.073286e-004
1.734000e+001,1.436379e-002,-8.283615e-004,2.070904e-004
1.735000e+001,1.435557e-002,-8.274105e-004,2.068526e-004
1.736000e+001,1.434736e-002,-8.264610e-004,2.066153e-004
1.737000e+001,1.433917e-002,-8.255132e-004,2.063783e-004
1.738000e+001,1.433098e-002,-8.245671e-004,2.061418e-004
1.739000e+001,1.432280e-002,-8.236225e-004,2.059056e-004
1.740000e+001,1.431463e-002,-8.226796e-004,2.056699e-004
1.741000e+001,1.430646e-002,-8.217383e-004,2.054346e-004
1.742000e+001,1.429831e-002,-8.207986e-004,2.051997e-004
1.743000e+001,1.429017e-002,-8.198606e-004,2.049651e-004
1.744000e+001,1.428204e-002,-8.189241e-004,2.047310e-004
1.745000e+001,1.427391e-002,-8.179892e-004,2.044973e-004
1.746000e+001,1.426580e-002,-8.170559e-004,2.042640e-004
1.747000e+001,1.425769e-002,-8.161243e-004,2.040311e-004
1.748000e+001,1.424959e-002,-8.151942e-004,2.037985e-004
1.749000e+001,1.424151e-002,-8.142657e-004,2.035664e-004
1.750000e+001,1.423343e-002,-8.133388e-004,2.033347e-004
1.751000e+001,1.422536e-002,-8.124134e-004,2.031034e-004
1.752000e+001,1.421730e-002,-8.114897e-004,2.028724e-004
1.753000e+001,1.420925e-002,-8.105675e-004,2.026419e-004
1.754000e+001,1.420121e-002,-8.096468e-004,2.024117e-004
1.755000e+001,1.419317e-002,-8.087278e-004,2.021819e-004
1.756000e+001,1.418515e-002,-8.078103e-004,2.019526e-004
1.757000e+001,1.417713e-002,-8.068944e-004,2.017236e-004
1.758000e+001,1.416913e-002,-8.059800e-004,2.014950e-004
1.759000e+001,1.416113e-002,-8.050672e-004,2.012668e-004
1.760000e+001,1.415314e-002,-8.041559e-004,2.010390e-004
1.761000e+001,1.414516e-002,-8.032461e-004,2.008115e-004
1.762000e+001,1.413719e-002,-8.023379e-004,2.005845e-004
1.763000e+001,1.412923e-002,-8.014313e-004,2.003578e-004
1.764000e+001,1.412128e-002,-8.005262e-004,2.001315e-004
1.765000e+001,1.411334e-002,-7.996226e-004,1.999056e-004
1.766000e+001,1.410540e-002,-7.987205e-004,1.996801e-004
1.767000e+001,1.409748e-002,-7.978200e-004,1.994550e-004
1.768000e+001,1.408956e-002,-7.969210e-004,1.992302e-004
1.769000e+001,1.408165e-002,-7.960234e-004,1.990059e-004
1.770000e+001,1.407376e-002,-7.951275e-004,1.987819e-004
1.771000e+001,1.406587e-002,-7.942330e-004,1.985582e-004
1.772000e+001,1.405798e-002,-7.933400e-004,1.983350e-004
1.773000e+001,1.405011e-002,-7.924485e-004,1.981121e-004
1.774000e+001,1.404225e-002,-7.915586e-004,1.978896e-004
1.775000e+001,1.403439e-002,-7.906701e-004,1.976675e-004
1.776000e+001,1.402655e-002,-7.897831e-004,1.974458e-004
1.777000e+001,1.401871e-002,-7.888976e-004,1.972244e-004
1.778000e+001,1.401088e-002,-7.880136e-004,1.970034e-004
1.779000e+001,1.400306e-002,-7.871311e-004,1.967828e-004
1.780000e+001,1.399525e-002,-7.862501e-004,1.965625e-004
1.781000e+001,1.398745e-002,-7.853705e-004,1.963426e-004
1.782000e+001,1.397965e-002,-7.844924e-004,1.961231e-004
1.783000e+001,1.397187e-002,-7.836158e-004,1.959039e-004
1.784000e+001,1.396409e-002,-7.827406e-004,1.956852e-004
1.785000e+001,1.395632e-002,-7.818669e-004,1.954667e-004
1.786000e+001,1.394857e-002,-7.809947e-004,1.952487e-004
1.787000e+001,1.394081e-002,-7.801239e-004,1.950310e-004
1.788000e+001,1.393307e-002,-7.792546e-004,1.948137e-004
1.789000e+001,1.392534e-002,-7.783868e-004,1.945967e-004
1.790000e+001,1.391761e-002,-7.775203e-004,1.943801e-004
1.791000e+001,1.390990e-002,-7.766554e-004,1.941638e-004
1.792000e+001,1.390219e-002,-7.757918e-004,1.939480e-004
1.793000e+001,1.389449e-002,-7.749297e-004,1.937324e-004
1.794000e+001,1.388680e-002,-7.740691e-004,1.935173e-004
1.795000e+001,1.387912e-002,-7.732098e-004,1.933025e-004
1.796000e+001,1.387144e-002,-7.723520e-004,1.930880e-004
1.797000e+001,1.386378e-002,-7.714956e-004,1.928739e-004
1.798000e+001,1.385612e-002,-7.706407e-004,1.926602e-004
1.799000e+001,1.384847e-002,-7.697871e-004,1.924468e-004
1.800000e+001,1.384083e-002,-7.689350e-004,1.922338e-004
1.801000e+001,1.383320e-002,-7.680843e-004,1.920211e-004
1.802000e+001,1.382557e-002,-7.672350e-004,1.918087e-004
1.803000e+001,1.381796e-002,-7.663871e-004,1.915968e-004
1.804000e+001,1.381035e-002,-7.655406e-004,1.913852e-004
1.805000e+001,1.380275e-002,-7.646955e-004,1.911739e-004
1.806000e+001,1.379516e-002,-7.638518e-004,1.909630e-004
1.807000e+001,1.378758e-002,-7.630095e-004,1.907524e-004
1.808000e+001,1.378001e-002,-7.621686e-004,1.905422e-004
1.809000e+001,1.377244e-002,-7.613291e-004,1.903323e-004
1.810000e+001,1.376489e-002,-7.604910e-004,1.901227e-004
1.811000e+001,1.375734e-002,-7.596542e-004,1.899136e-004
1.812000e+001,1.374980e-002,-7.588188e-004,1.897047e-004
1.813000e+001,1.374227e-002,-7.579848e-004,1.894962e-004
1.814000e+001,1.373474e-002,-7.571522e-004,1.892881e-004
1.815000e+001,1.372723e-002,-7.563210e-004,1.890802e-004
1.816000e+001,1.371972e-002,-7.554911e-004,1.888728e-004
1.817000e+001,1.371222e-002,-7.546625e-004,1.886656e-004
1.818000e+001,1.370473e-002,-7.538354e-004,1.884588e-004
1.819000e+001,1.369724e-002,-7.530096e-004,1.882524e-004
1.820000e+001,1.368977e-002,-7.521851e-004,1.880463e-004
1.821000e+001,1.368230e-002,-7.513620e-004,1.878405e-004
1.822000e+001,1.367484e-002,-7.505402e-004,1.876351e-004
1.823000e+001,1.366739e-002,-7.497198e-004,1.874300e-004
1.824000e+001,1.365995e-002,-7.489008e-004,1.872252e-004
1.825000e+001,1.365252e-002,-7.480830e-004,1.870208e-004
1.826000e+001,1.364509e-002,-7.472666e-004,1.868167e-004
1.827000e+001,1.363767e-002,-7.464516e-004,1.866129e-004
1.828000e+001,1.363026e-002,-7.456379e-004,1.864095e-004
1.829000e+001,1.362286e-002,-7.448255e-004,1.862064e-004
1.830000e+001,1.361546e-002,-7.440144e-004,1.860036e-004
1.831000e+001,1.360808e-002,-7.432047e-004,1.858012e-004
1.832000e+001,1.360070e-002,-7.423962e-004,1.855991e-004
1.833000e+001,1.359333e-002,-7.415891e-004,1.853973e-004
1.834000e+001,1.358597e-002,-7.407833e-004,1.851958e-004
1.835000e+001,1.357861e-002,-7.399788e-004,1.849947e-004
1.836000e+001,1.357127e-002,-7.391757e-004,1.847939e-004
1.837000e+001,1.356393e-002,-7.383738e-004,1.845935e-004
1.838000e+001,1.355660e-002,-7.375732e-004,1.843933e-004
1.839000e+001,1.354927e-002,-7.367739e-004,1.841935e-004
1.840000e+001,1.354196e-002,-7.359760e-004,1.839940e-004
1.841000e+001,1.353465e-002,-7.351793e-004,1.837948e-004
1.842000e+001,1.352735e-002,-7.343839e-004,1.835960e-004
1.843000e+001,1.352006e-002,-7.335898e-004,1.833975e-004
1.844000e+001,1.351278e-002,-7.327970e-004,1.831993e-004
1.845000e+001,1.350550e-002,-7.320055e-004,1.830014e-004
1.846000e+001,1.349823e-002,-7.312152e-004,1.828038e-004
1.847000e+001,1.349097e-002,-7.304263e-004,1.826066e-004
1.848000e+001,1.348372e-002,-7.296386e-004,1.824096e-004
1.849000e+001,1.347648e-002,-7.288521e-004,1.822130e-004
1.850000e+001,1.346924e-002,-7.280670e-004,1.820167e-004
1.851000e+001,1.346201e-002,-7.272831e-004,1.818208e-004
1.852000e+001,1.345479e-002,-7.265005e-004,1.816251e-004
1.853000e+001,1.344758e-002,-7.257191e-004,1.814298e-004
1.854000e+001,1.344037e-002,-7.249390e-004,1.812348e-004
1.855000e+001,1.343317e-002,-7.241602e-004,1.810400e-004
1.856000e+001,1.342598e-002,-7.233826e-004,1.808456e-004
1.857000e+001,1.341880e-002,-7.226062e-004,1.806516e-004
1.858000e+001,1.341162e-002,-7.218311e-004,1.804578e-004
1.859000e+001,1.340445e-002,-7.210573e-004,1.802643e-004
1.860000e+001,1.339729e-002,-7.202847e-004,1.800712e-004
1.861000e+001,1.339014e-002,-7.195133e-004,1.798783e-004
1.862000e+001,1.338300e-002,-7.187432e-004,1.796858e-004
1.863000e+001,1.337586e-002,-7.179743e-004,1.794936e-004
1.864000e+001,1.336873e-002,-7.172066e-004,1.793017e-004
1.865000e+001,1.336161e-002,-7.164402e-004,1.791100e-004
1.866000e+001,1.335449e-002,-7.156749e-004,1.789187e-004
1.867000e+001,1.334739e-002,-7.149110e-004,1.787277e-004
1.868000e+001,1.334029e-002,-7.141482e-004,1.785371e-004
1.869000e+001,1.333320e-002,-7.133866e-004,1.783467e-004
1.870000e+001,1.332611e-002,-7.126263e-004,1.781566e-004
1.871000e+001,1.331904e-002,-7.118672e-004,1.779668e-004
1.872000e+001,1.331197e-002,-7.111093e-004,1.777773e-004
1.873000e+001,1.330490e-002,-7.103526e-004,1.775882e-004
1.874000e+001,1.329785e-002,-7.095971e-004,1.773993e-004
1.875000e+001,1.329080e-002,-7.088428e-004,1.772107e-004
1.876000e+001,1.328376e-002,-7.080897e-004,1.770224e-004
1.877000e+001,1.327673e-002,-7.073378e-004,1.768345e-004
1.878000e+001,1.326971e-002,-7.065871e-004,1.766468e-004
1.879000e+001,1.326269e-002,-7.058376e-004,1.764594e-004
1.880000e+001,1.325568e-002,-7.050893e-004,1.762723e-004
1.881000e+001,1.324868e-002,-7.043422e-004,1.760856e-004
1.882000e+001,1.324168e-002,-7.035963e-004,1.758991e-004
1.883000e+001,1.323469e-002,-7.028515e-004,1.757129e-004
1.884000e+001,1.322771e-002,-7.021080e-004,1.755270e-004
1.885000e+001,1.322074e-002,-7.013656e-004,1.753414e-004
1.886000e+001,1.321378e-002,-7.006243e-004,1.751561e-004
1.887000e+001,1.320682e-002,-6.998843e-004,1.749711e-004
1.888000e+001,1.319987e-002,-6.991454e-004,1.747864e-004
1.889000e+001,1.319292e-002,-6.984077e-004,1.746019e-004
1.890000e+001,1.318599e-002,-6.976712e-004,1.744178e-004
1.891000e+001,1.317906e-002,-6.969358e-004,1.742339e-004
